地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市七張里,1254,931,917,14,74.24%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市慈安里,4372,2870,2826,44,65.65%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市新民里,608,435,428,7,71.55%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市東門里,466,349,347,2,74.89%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市中正里,582,409,404,5,70.27%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市小東里,1237,901,891,10,72.84%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市菜園里,1273,884,878,6,69.44%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市孝廉里,970,701,693,8,72.27%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市新生里,2323,1636,1617,19,70.43%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市茭白里,2151,1485,1475,10,69.04%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市北津里,1667,1210,1193,17,72.59%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市梅洲里,2685,1926,1903,23,71.73%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市北門里,805,577,567,10,71.68%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市慶和里,720,498,489,9,69.17%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市鄂王里,726,493,491,2,67.91%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市中山里,695,509,503,6,73.24%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市西門里,1200,863,855,8,71.92%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市大道里,1359,949,937,12,69.83%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市南門里,536,386,383,3,72.01%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市負郭里,2593,1792,1776,16,69.11%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市民族里,2291,1597,1571,26,69.71%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市建軍里,2582,1717,1698,19,66.5%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市思源里,5921,4146,4092,54,70.02%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市文化里,2941,2069,2049,20,70.35%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣宜蘭市,70717,49486,48905,581,69.98%,宜蘭縣宜蘭市復興里,2749,1933,1908,25,70.32%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮大新里,1388,975,972,3,70.24%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮東安里,2998,2053,2039,14,68.48%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮新群里,2227,1551,1542,9,69.65%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮羅莊里,2358,1571,1561,10,66.62%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮南昌里,2366,1629,1610,19,68.85%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮南豪里,1290,918,908,10,71.16%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮成功里,1321,973,960,13,73.66%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮仁德里,1191,786,776,10,65.99%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮漢民里,3442,2422,2400,22,70.37%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮西安里,2468,1718,1705,13,69.61%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮北成里,2469,1695,1681,14,68.65%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮賢文里,3415,2318,2304,14,67.88%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮公正里,2674,1877,1864,13,70.19%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮集祥里,1079,652,646,6,60.43%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮信義里,2808,1946,1927,19,69.3%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮竹林里,2768,1891,1874,17,68.32%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮仁愛里,3003,2124,2112,12,70.73%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮樹林里,3068,2203,2187,16,71.81%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮國華里,3934,2775,2748,27,70.54%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮維揚里,2706,1880,1867,13,69.48%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮開明里,1452,1020,1007,13,70.25%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮中山里,1347,1006,995,11,74.68%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣羅東鎮,52850,36728,36425,303,69.49%,宜蘭縣羅東鎮仁和里,1078,745,740,5,69.11%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮龍德里,3154,2197,2177,20,69.66%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮頂寮里,813,586,581,5,72.08%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮永榮里,3089,2126,2102,24,68.82%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮存仁里,940,657,650,7,69.89%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮港邊里,1218,831,820,11,68.23%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮岳明里,195,122,118,4,62.56%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮隘丁里,2319,1619,1599,20,69.81%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮新城里,1136,771,764,7,67.87%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮聖湖里,5006,3263,3236,27,65.18%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮蘇西里,2381,1594,1570,24,66.95%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮蘇北里,1111,763,755,8,68.68%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮蘇南里,533,365,362,3,68.48%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮蘇東里,508,342,340,2,67.32%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮長安里,576,396,391,5,68.75%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮永光里,471,318,315,3,67.52%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮永春里,646,431,428,3,66.72%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮永樂里,488,343,342,1,70.29%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮南安里,1120,802,790,12,71.61%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮南正里,1032,649,641,8,62.89%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮南成里,1294,820,808,12,63.37%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮南興里,1690,1030,1015,15,60.95%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮南寧里,1207,753,741,12,62.39%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮南建里,1340,874,870,4,65.22%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮東澳里,368,235,232,3,63.86%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮南強里,784,481,477,4,61.35%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣蘇澳鎮,34140,22816,22566,250,66.83%,宜蘭縣蘇澳鎮朝陽里,721,448,442,6,62.14%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮石城里,339,220,215,5,64.9%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮大里里,694,439,428,11,63.26%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮大溪里,896,613,604,9,68.42%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮合興里,376,230,222,8,61.17%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮更新里,1321,888,875,13,67.22%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮外澳里,896,570,562,8,63.62%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮港口里,611,453,449,4,74.14%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮武營里,1470,1016,1009,7,69.12%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮大坑里,1228,852,839,13,69.38%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮城東里,766,552,545,7,72.06%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮城北里,526,377,373,4,71.67%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮城西里,624,476,472,4,76.28%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮城南里,652,478,473,5,73.31%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮竹安里,1961,1258,1245,13,64.15%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮新建里,1869,1275,1264,11,68.22%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮拔雅里,1548,1078,1063,15,69.64%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮福成里,996,660,646,14,66.27%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮金面里,1648,1121,1111,10,68.02%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮金盈里,708,498,496,2,70.34%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮頂埔里,1317,976,958,18,74.11%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮下埔里,965,683,669,14,70.78%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮中崙里,980,724,711,13,73.88%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮二城里,1070,712,705,7,66.54%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣頭城鎮,24113,16587,16360,227,68.79%,宜蘭縣頭城鎮龜山里,652,438,426,12,67.18%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉白雲村,1474,1003,988,15,68.05%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉玉石村,1661,1111,1100,11,66.89%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉德陽村,3523,2325,2291,34,65.99%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉大忠村,2293,1489,1478,11,64.94%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉大義村,653,497,488,9,76.11%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉六結村,1384,1017,1003,14,73.48%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉二龍村,1123,823,812,11,73.29%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉時潮村,1418,972,962,10,68.55%
宜蘭縣,461345,351858,2,2,--,1,1,--,248706,245863,2843,76.27%,70.68%,50%,宜蘭縣礁溪鄉,27993,19498,19232,266,69.65%,宜蘭縣礁溪鄉玉田村,1891,1321,1303,18,69.86%
