地區別," 人口數",選舉人數,候選組數,當選組數,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,縣市,縣市_選舉人數,縣市_投票數,縣市_有效票數,縣市_無效票數,縣市_投票率,鄉鎮,鄉鎮_選舉人數,鄉鎮_投票數,鄉鎮_有效票數,鄉鎮_無效票數,鄉鎮_投票率,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市自強里,4337,3438,3411,27,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市自立里,2365,1834,1819,15,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市光華里,2134,1671,1656,15,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市國光里,2738,2173,2159,14,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市港尾里,1489,1147,1136,11,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市金華里,3101,2367,2341,26,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市港德里,3945,2947,2902,45,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市民權里,4333,3386,3364,22,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市建國里,3161,2444,2411,33,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市漢生里,3769,2957,2925,32,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市公館里,3041,2423,2396,27,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市新民里,3649,2795,2763,32,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市幸福里,3086,2388,2369,19,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市忠誠里,1991,1618,1607,11,81%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市百壽里,1969,1563,1550,13,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市介壽里,2383,1807,1789,18,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市新埔里,2042,1529,1512,17,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華江里,2619,1967,1944,23,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市江翠里,3508,2724,2698,26,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市純翠里,2969,2324,2301,23,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市溪頭里,3897,3042,3005,37,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市聯翠里,2041,1543,1529,14,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市宏翠里,2184,1691,1668,23,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市仁翠里,2447,1906,1886,20,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市新翠里,3576,2817,2786,31,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市吉翠里,2729,2063,2043,20,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市德翠里,2453,1853,1839,14,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市滿翠里,2641,2034,2011,23,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市明翠里,4159,3180,3147,33,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市松翠里,2480,1878,1862,16,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市柏翠里,2573,1995,1977,18,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市龍翠里,2995,2281,2261,20,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華翠里,2506,1904,1889,15,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市忠翠里,3390,2568,2542,26,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市嵐翠里,2241,1729,1716,13,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市文翠里,2931,2262,2236,26,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市青翠里,2606,1981,1958,23,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市懷翠里,3502,2577,2547,30,73%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市福翠里,1757,1325,1313,12,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市港嘴里,4143,3217,3183,34,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市振興里,3312,2634,2614,20,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市振義里,3034,2383,2347,36,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市光復里,2418,1827,1810,17,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市埔墘里,3772,2889,2866,23,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市長壽里,2196,1739,1710,29,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市福壽里,2056,1540,1517,23,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市海山里,3966,3040,3006,34,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市九如里,2364,1823,1803,20,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市玉光里,3351,2592,2554,38,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市光仁里,2379,1834,1808,26,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市埤墘里,2629,1980,1966,14,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市永安里,2077,1592,1581,11,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市雙玉里,2495,1865,1834,31,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市廣新里,2885,2149,2122,27,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市深丘里,3963,3021,2998,23,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市香丘里,2730,2087,2068,19,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市西安里,1888,1482,1466,16,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市東丘里,3218,2522,2487,35,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市長安里,2502,1866,1844,22,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市福丘里,1582,1192,1181,11,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市福祿里,2371,1838,1823,15,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市民族里,3159,2437,2417,20,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市國泰里,2180,1630,1609,21,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市福德里,3634,2891,2859,32,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市景星里,2454,1910,1888,22,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市福星里,2216,1713,1696,17,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市鄉雲里,2404,1924,1908,16,80%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市廣德里,3946,3082,3043,39,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市大豐里,3522,2674,2653,21,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市重慶里,4426,3370,3328,42,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市仁愛里,2744,2192,2172,20,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市和平里,882,632,626,6,71%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市廣福里,2117,1593,1571,22,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華興里,2298,1765,1745,20,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華貴里,2255,1712,1694,18,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華德里,3764,2851,2819,32,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華東里,3329,2554,2528,26,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市信義里,3135,2488,2447,41,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市浮洲里,3602,2363,2331,32,65%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華中里,3673,2751,2717,34,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市僑中里,2585,1993,1970,23,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市中山里,4027,2989,2955,34,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市復興里,3187,2364,2309,55,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市大安里,3338,2494,2465,29,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市福安里,2311,1702,1681,21,73%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市聚安里,3681,2668,2629,39,72%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市龍安里,2378,1788,1762,26,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市崑崙里,3814,2906,2877,29,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市溪洲里,3680,2739,2712,27,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市溪北里,2345,1815,1799,16,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市香雅里,2004,1541,1535,6,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市新生里,3366,2643,2619,24,78%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市文德里,1809,1405,1389,16,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市文化里,2525,1951,1924,27,77%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市新海里,2587,1868,1858,10,72%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市莒光里,2213,1677,1660,17,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市富貴里,1583,1215,1209,6,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市正泰里,2118,1702,1686,16,80%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市民生里,1444,1080,1069,11,74%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市後埔里,2350,1791,1783,8,76%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市華福里,1630,1296,1290,6,79%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市堂春里,2364,1792,1780,12,75%
台澎金馬,21311885,14313288,4,1,10883279,10766119,117160,67.16%,76.04%,25%,臺北縣,2166016,1661034,1643960,17074,76%,臺北縣板橋市,339431,260056,257297,2759,76%,臺北縣板橋市成和里,2410,1805,1783,22,74%
