地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,鄉鎮選區,鄉鎮選區_人口數,鄉鎮選區_選舉人數,鄉鎮選區_候選人數_計,鄉鎮選區_候選人數_男,鄉鎮選區_候選人數_女,鄉鎮選區_當選人數_計,鄉鎮選區_當選人數_男,鄉鎮選區_當選人數_女,鄉鎮選區_投票數合計,鄉鎮選區_有效票數,鄉鎮選區_無效票數,鄉鎮選區_選舉人數對人口數,鄉鎮選區_投票數對選舉人數,鄉鎮選區_當選人數對候選人數,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市福德里,3934,1614,1593,21,41.03%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市景星里,2542,985,965,20,38.75%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市福星里,2506,1073,1045,28,42.82%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市鄉雲里,2560,1136,1115,21,44.38%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市廣德里,4546,1891,1841,50,41.6%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市大豐里,3712,1509,1470,39,40.65%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市重慶里,5971,2152,2104,48,36.04%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市仁愛里,2681,1172,1152,20,43.72%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市和平里,889,358,348,10,40.27%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市廣福里,2448,809,797,12,33.05%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市華興里,3030,1137,1121,16,37.52%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市華貴里,2235,1179,1161,18,52.75%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市華德里,4934,1514,1489,25,30.69%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市華東里,4191,1471,1436,35,35.1%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市信義里,3251,1321,1302,19,40.63%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市浮洲里,3508,1228,1204,24,35.01%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市華中里,4033,1690,1651,39,41.9%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市僑中里,2807,1265,1222,43,45.07%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市中山里,3908,1673,1649,24,42.81%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市復興里,2097,1015,957,58,48.4%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市大安里,3406,1451,1423,28,42.6%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市福安里,2183,1001,969,32,45.85%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市聚安里,3928,1885,1852,33,47.99%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市龍安里,2379,1062,1039,23,44.64%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市崑崙里,5346,2130,2093,37,39.84%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市溪洲里,4212,1670,1634,36,39.65%
臺北縣,3593315,2527329,90,78,12,29,26,3,1094594,1077075,17519,70.33%,43.31%,32.22%,臺北縣板橋市,531899,374974,2,2,--,1,1,--,151981,149101,2880,70.5%,40.53%,50%,臺北縣板橋市溪北里,2532,1222,1185,37,48.26%
