地區別," 人口數",選舉人數,候選人數_計,候選人數_男,候選人數_女,當選人數_計,當選人數_男,當選人數_女,投票數_合計,投票數_有效票數,投票數_無效票數,選舉人數對人口數,投票數對選舉人數,當選人數對候選人數,鄉鎮選區,鄉鎮選區_人口數,鄉鎮選區_選舉人數,鄉鎮選區_候選人數_計,鄉鎮選區_候選人數_男,鄉鎮選區_候選人數_女,鄉鎮選區_當選人數_計,鄉鎮選區_當選人數_男,鄉鎮選區_當選人數_女,鄉鎮選區_投票數合計,鄉鎮選區_有效票數,鄉鎮選區_無效票數,鄉鎮選區_選舉人數對人口數,鄉鎮選區_投票數對選舉人數,鄉鎮選區_當選人數對候選人數,里,里_選舉人數,里_投票數,里_有效票數,里_無效票數,里_投票率
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市北津里,1653,1204,1171,33,72.84%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市梅洲里,2673,1923,1883,40,71.94%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市北門里,800,573,557,16,71.63%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市慶和里,718,497,487,10,69.22%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市鄂王里,726,493,484,9,67.91%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市中山里,695,508,501,7,73.09%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市西門里,1193,860,848,12,72.09%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市大道里,1356,948,928,20,69.91%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市南門里,535,385,379,6,71.96%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市負郭里,2582,1786,1741,45,69.17%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市民族里,2285,1595,1570,25,69.8%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市建軍里,2570,1712,1674,38,66.61%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市思源里,5888,4126,4024,102,70.07%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市文化里,2928,2065,2018,47,70.53%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣宜蘭市,95877,70396,2,2,--,1,1,--,49335,48344,991,73.42%,70.08%,50%,宜蘭縣宜蘭市復興里,2733,1925,1881,44,70.44%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮大新里,1379,969,935,34,70.27%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮東安里,2970,2036,1979,57,68.55%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮新群里,2214,1541,1510,31,69.6%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮羅莊里,2338,1562,1544,18,66.81%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮南昌里,2356,1624,1583,41,68.93%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮南豪里,1279,913,886,27,71.38%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮成功里,1311,964,934,30,73.53%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮仁德里,1185,783,769,14,66.08%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮漢民里,3422,2411,2357,54,70.46%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮西安里,2450,1709,1677,32,69.76%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮北成里,2445,1681,1646,35,68.75%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮賢文里,3391,2306,2261,45,68%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮公正里,2657,1868,1822,46,70.3%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮集祥里,1073,648,622,26,60.39%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮信義里,2795,1936,1878,58,69.27%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮竹林里,2756,1883,1841,42,68.32%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮仁愛里,2980,2113,2087,26,70.91%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮樹林里,3047,2194,2136,58,72.01%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮國華里,3913,2761,2704,57,70.56%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮維揚里,2680,1865,1828,37,69.59%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮開明里,1442,1013,996,17,70.25%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮中山里,1336,998,977,21,74.7%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣羅東鎮,73105,52493,2,--,2,1,--,1,36521,35698,823,71.8%,69.57%,50%,宜蘭縣羅東鎮仁和里,1074,743,726,17,69.18%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮龍德里,3144,2193,2153,40,69.75%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮頂寮里,809,586,577,9,72.44%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮永榮里,3086,2123,2052,71,68.79%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮存仁里,939,657,640,17,69.97%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮港邊里,1218,831,814,17,68.23%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮岳明里,195,122,117,5,62.56%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮隘丁里,2317,1618,1547,71,69.83%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮新城里,1135,771,754,17,67.93%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮聖湖里,4998,3256,3178,78,65.15%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮蘇西里,2376,1590,1520,70,66.92%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮蘇北里,1108,757,724,33,68.32%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮蘇南里,532,362,350,12,68.05%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮蘇東里,505,339,329,10,67.13%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮長安里,576,396,388,8,68.75%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮永光里,468,317,301,16,67.74%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮永春里,644,431,424,7,66.93%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮永樂里,487,342,333,9,70.23%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮南安里,1117,800,776,24,71.62%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮南正里,1029,647,626,21,62.88%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮南成里,1289,818,793,25,63.46%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮南興里,1689,1030,1009,21,60.98%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮南寧里,1202,750,733,17,62.4%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮南建里,1332,874,861,13,65.62%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮東澳里,361,229,226,3,63.43%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮南強里,783,480,473,7,61.3%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣蘇澳鎮,43279,34059,2,2,--,1,1,--,22766,22132,634,78.7%,66.84%,50%,宜蘭縣蘇澳鎮朝陽里,720,447,434,13,62.08%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮石城里,338,219,214,5,64.79%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮大里里,694,439,423,16,63.26%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮大溪里,895,612,598,14,68.38%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮合興里,376,230,226,4,61.17%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮更新里,1318,887,863,24,67.3%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮外澳里,894,569,549,20,63.65%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮港口里,611,453,438,15,74.14%
宜蘭縣,461345,350082,27,22,5,12,10,2,247682,241883,5799,75.88%,70.75%,44.44%,宜蘭縣頭城鎮,31137,24063,2,--,2,1,--,1,16559,15810,749,77.28%,68.82%,50%,宜蘭縣頭城鎮武營里,1467,1012,957,55,68.98%
